PC1,PC2
-0.9285459805560485,-0.8290304818250116
0.5997720918320114,-0.02772179104945488
0.16588466683106728,-0.4132168255654178
-0.4201309978967411,-0.31463542520719473
-0.9285459805560485,-0.8290304818250116
-0.9984025095881861,-0.9254608365048536
-1.3211821887250592,-1.0673533649584452
-1.8635180987861095,-1.833931125246947
-0.9890465517524099,-0.7138412673085164
0.0784369172814372,-1.2342803768835011
-0.7468051033094772,-1.6620487862977105
1.9236608002556776,-1.8219368278054957
0.2668207426247856,-0.7516196062456797
12.388027799895891,-4.008825366538942
-0.3215588051608025,-0.12892221744000487
0.9334868390333165,-1.5968007339891237
-0.20939330399055867,-0.2275793562501507
-0.2879063844728396,-0.25567993269256845
-0.9159125142933892,-1.7211993932905656
-0.6462292935337388,-1.1013531433838093
-0.7659779608601458,-0.9111260728827801
-0.6013849572253834,-0.8729104760930384
-0.19657547870999603,-0.3023488223796559
-0.12571722447329609,-0.139929978629397
0.2593451281904078,-1.4237643994073765
0.6751849210998059,3.9311561781428788
-0.2668416479873462,-0.2963514993816965
-0.978258200267218,-0.3789809745150275
0.5787678904389367,4.755390161533251
0.1488803384295273,0.4682034291379608
11.72901998683912,-3.0336663022670276
-0.46462037471119433,-0.448018875473931
-2.5990648845755375,-0.7145782470630544
1.4268815968614472,-0.6235280127902824
-0.607766037094484,-1.0253730467573396
-1.1980980293649637,-0.5793922491370685
-1.2667335109862758,-0.7194916502238651
-0.0009716504298773465,1.0194814994734398
1.1444370396989005,0.11201922267974534
-0.228045220980912,1.4683924217072735
-0.6934474826936863,-0.1624171351881832
-0.8404341441579267,-0.14671034047805903
-0.3851957375537882,-0.2148600085038937
1.3584672391920494,-1.1604310093571562
-0.647377886135194,-0.7753785577483281
0.0742258553679781,2.6123145567245785
0.0742258553679781,2.6123145567245785
-1.1285418051492564,-1.4169331759049566
-0.664310459013745,-0.9590341209116751
-0.4740585861774468,-0.7714376458422645
-0.2884814738551232,-0.51280067727494
0.24991131629131325,-0.3756000848468276
0.3718431074746861,-0.5959066485304017
-0.4828364254752708,-0.8312255096798711
0.030058068749591382,-1.1503288726934977
-1.4048698463490923,-1.375053103607351
-0.19941158216651217,-0.6248788679899295
-1.0796120614520253,-0.8983817215929897
-0.8442958311878201,-0.46748145198270963
2.469303165268412,-1.0398616396434772
